theta,t,omega
-0.0003473535180091858,1.313131332397461,0.8842105263157896
0.05621064454317093,1.4141414165496826,0.8842105263157896
-0.05399034172296524,1.5151515007019043,0.8842105263157896
0.12241534888744354,1.616161584854126,0.8842105263157896
0.118806853890419,1.7171716690063477,0.8842105263157896
0.08509932458400726,1.8181817531585693,0.8842105263157896
0.09775079786777496,1.919191837310791,0.8842105263157896
0.12050024420022964,2.0202019214630127,0.8842105263157896
0.1279882937669754,2.1212120056152344,0.8842105263157896
0.08567481487989426,2.222222089767456,0.8842105263157896
0.12236359715461731,2.3232321739196777,0.8842105263157896
0.15583238005638123,2.4242424964904785,0.8842105263157896
0.17790810763835907,2.5252525806427,0.8842105263157896
0.15737749636173248,2.626262664794922,0.8842105263157896
0.13176825642585754,2.7272727489471436,0.8842105263157896
0.172246053814888,2.8282828330993652,0.8842105263157896
0.2012152522802353,2.929292917251587,0.8842105263157896
0.23261642456054688,3.0303030014038086,0.8842105263157896
0.2248147428035736,3.1313130855560303,0.8842105263157896
0.3024613559246063,3.232323169708252,0.8842105263157896
0.2458592802286148,3.3333332538604736,0.8842105263157896
0.31594204902648926,3.4343433380126953,0.8842105263157896
0.31063368916511536,3.535353422164917,0.8842105263157896
0.29120078682899475,3.6363635063171387,0.8842105263157896
0.3189464211463928,3.7373735904693604,0.8842105263157896
0.3081211745738983,3.838383674621582,0.8842105263157896
0.4887441098690033,3.9393937587738037,0.8842105263157896
0.356725811958313,4.040403842926025,0.8842105263157896
0.2861405313014984,4.141414165496826,0.8842105263157896
0.45367786288261414,4.242424011230469,0.8842105263157896
0.4562414884567261,4.3434343338012695,0.8842105263157896
0.4360768795013428,4.444444179534912,0.8842105263157896
0.40821143984794617,4.545454502105713,0.8842105263157896
0.3442833721637726,4.6464643478393555,0.8842105263157896
0.3535304367542267,4.747474670410156,0.8842105263157896
0.21844369173049927,4.848484992980957,0.8842105263157896
0.24851152300834656,4.9494948387146,0.8842105263157896
0.15469485521316528,5.0505051612854,0.8842105263157896
0.13494938611984253,5.151515007019043,0.8842105263157896
0.14040112495422363,5.252525329589844,0.8842105263157896
0.01158934086561203,5.3535356521606445,0.8842105263157896
-0.09968496114015579,5.454545497894287,0.8842105263157896
-0.17436181008815765,5.555555820465088,0.8842105263157896
-0.16127163171768188,5.6565656661987305,0.8842105263157896
-0.26702985167503357,5.757575988769531,0.8842105263157896
-0.2856839597225189,5.858585834503174,0.8842105263157896
-0.35840529203414917,5.959596157073975,0.8842105263157896
-0.46521034836769104,6.060606002807617,0.8842105263157896
-0.3992319405078888,6.161616325378418,0.8842105263157896
-0.5190445184707642,6.262626647949219,0.8842105263157896
-0.4657707214355469,6.363636493682861,0.8842105263157896
-0.36795681715011597,6.464646339416504,0.8842105263157896
-0.49274054169654846,6.565656661987305,0.8842105263157896
-0.3749294579029083,6.6666669845581055,0.8842105263157896
-0.359084814786911,6.767676830291748,0.8842105263157896
-0.3458651900291443,6.868686676025391,0.8842105263157896
-0.4633572995662689,6.969696998596191,0.8842105263157896
-0.3679041862487793,7.070707321166992,0.8842105263157896
-0.30559587478637695,7.171717166900635,0.8842105263157896
-0.2056705504655838,7.272727012634277,0.8842105263157896
-0.18930910527706146,7.373737335205078,0.8842105263157896
-0.08423379063606262,7.474747657775879,0.8842105263157896
-0.13241983950138092,7.5757575035095215,0.8842105263157896
-0.03099716082215309,7.676767826080322,0.8842105263157896
-0.02595529519021511,7.777777671813965,0.8842105263157896
0.024684306234121323,7.878787994384766,0.8842105263157896
-0.0516037791967392,7.979798316955566,0.8842105263157896
-0.09788639098405838,8.080808639526367,0.8842105263157896
-0.011645279824733734,8.181818008422852,0.8842105263157896
-0.07207202166318893,8.282828330993652,0.8842105263157896
0.050114743411540985,8.383838653564453,0.8842105263157896
0.00039454083889722824,8.484848022460938,0.8842105263157896
-0.02682650461792946,8.585858345031738,0.8842105263157896
-0.005639814771711826,8.686868667602539,0.8842105263157896
-0.04834969341754913,8.78787899017334,0.8842105263157896
-0.03779130429029465,8.88888931274414,0.8842105263157896
-0.02813086099922657,8.989898681640625,0.8842105263157896
-0.027326729148626328,9.090909004211426,0.8842105263157896
-0.019986331462860107,9.191919326782227,0.8842105263157896
0.018874285742640495,9.292929649353027,0.8842105263157896
-0.0214476827532053,9.393939018249512,0.8842105263157896
0.021206960082054138,9.494949340820312,0.8842105263157896
0.08597719669342041,9.595959663391113,0.8842105263157896
0.09625335037708282,9.696969985961914,0.8842105263157896
0.10358932614326477,9.797979354858398,0.8842105263157896
0.18580181896686554,9.8989896774292,0.8842105263157896
0.1940276026725769,10.0,0.8842105263157896
-0.7775048613548279,0.0,0.9052631578947369
-0.6956456899642944,0.10101009905338287,0.9052631578947369
-0.6884986758232117,0.20202019810676575,0.9052631578947369
-0.5311058163642883,0.3030303120613098,0.9052631578947369
-0.5561270713806152,0.4040403962135315,0.9052631578947369
-0.6322278380393982,0.5050504803657532,0.9052631578947369
-0.511073887348175,0.6060606241226196,0.9052631578947369
-0.40894564986228943,0.7070707082748413,0.9052631578947369
-0.41084760427474976,0.808080792427063,0.9052631578947369
-0.3456599712371826,0.9090908765792847,0.9052631578947369
-0.3301262855529785,1.0101009607315063,0.9052631578947369
-0.25515684485435486,1.111111044883728,0.9052631578947369
-0.10221866518259048,1.2121212482452393,0.9052631578947369
-0.09691114723682404,1.313131332397461,0.9052631578947369
-0.0034976117312908173,1.4141414165496826,0.9052631578947369
0.04511921852827072,1.5151515007019043,0.9052631578947369
0.005580443888902664,1.616161584854126,0.9052631578947369
0.10200519859790802,1.7171716690063477,0.9052631578947369
0.15580621361732483,1.8181817531585693,0.9052631578947369
0.0831526517868042,1.919191837310791,0.9052631578947369
0.18289415538311005,2.0202019214630127,0.9052631578947369
0.25369328260421753,2.1212120056152344,0.9052631578947369
0.18331767618656158,2.222222089767456,0.9052631578947369
0.1971675455570221,2.3232321739196777,0.9052631578947369
0.21993812918663025,2.4242424964904785,0.9052631578947369
0.19869159162044525,2.5252525806427,0.9052631578947369
0.2817419767379761,2.626262664794922,0.9052631578947369
0.22793957591056824,2.7272727489471436,0.9052631578947369
0.1766338348388672,2.8282828330993652,0.9052631578947369
0.19949370622634888,2.929292917251587,0.9052631578947369
0.20769228041172028,3.0303030014038086,0.9052631578947369
0.27157625555992126,3.1313130855560303,0.9052631578947369
0.22398407757282257,3.232323169708252,0.9052631578947369
0.1478305459022522,3.3333332538604736,0.9052631578947369
0.3482089638710022,3.4343433380126953,0.9052631578947369
0.3157087564468384,3.535353422164917,0.9052631578947369
0.26154404878616333,3.6363635063171387,0.9052631578947369
0.35570141673088074,3.7373735904693604,0.9052631578947369
0.32515400648117065,3.838383674621582,0.9052631578947369
0.3429722785949707,3.9393937587738037,0.9052631578947369
0.4181995987892151,4.040403842926025,0.9052631578947369
0.42322245240211487,4.141414165496826,0.9052631578947369
0.44532468914985657,4.242424011230469,0.9052631578947369
0.4617868661880493,4.3434343338012695,0.9052631578947369
0.39541053771972656,4.444444179534912,0.9052631578947369
0.3931393623352051,4.545454502105713,0.9052631578947369
0.3621046841144562,4.6464643478393555,0.9052631578947369
0.17521671950817108,4.747474670410156,0.9052631578947369
0.27534931898117065,4.848484992980957,0.9052631578947369
0.22315801680088043,4.9494948387146,0.9052631578947369
0.19334974884986877,5.0505051612854,0.9052631578947369
0.07721073925495148,5.151515007019043,0.9052631578947369
-0.017694491893053055,5.252525329589844,0.9052631578947369
0.08426716178655624,5.3535356521606445,0.9052631578947369
-0.041046321392059326,5.454545497894287,0.9052631578947369
-0.13170550763607025,5.555555820465088,0.9052631578947369
-0.2060558944940567,5.6565656661987305,0.9052631578947369
-0.1919260174036026,5.757575988769531,0.9052631578947369
-0.30269595980644226,5.858585834503174,0.9052631578947369
-0.3322106599807739,5.959596157073975,0.9052631578947369
-0.43878263235092163,6.060606002807617,0.9052631578947369
-0.398635596036911,6.161616325378418,0.9052631578947369
-0.45584675669670105,6.262626647949219,0.9052631578947369
-0.4844393730163574,6.363636493682861,0.9052631578947369
-0.43920448422431946,6.464646339416504,0.9052631578947369
-0.4744097888469696,6.565656661987305,0.9052631578947369
-0.4786838889122009,6.6666669845581055,0.9052631578947369
-0.35612934827804565,6.767676830291748,0.9052631578947369
-0.41183793544769287,6.868686676025391,0.9052631578947369
-0.3209662437438965,6.969696998596191,0.9052631578947369
-0.38523226976394653,7.070707321166992,0.9052631578947369
-0.22141727805137634,7.171717166900635,0.9052631578947369
-0.21327242255210876,7.272727012634277,0.9052631578947369
-0.1769872009754181,7.373737335205078,0.9052631578947369
-0.17425328493118286,7.474747657775879,0.9052631578947369
-0.12736715376377106,7.5757575035095215,0.9052631578947369
-0.03698713332414627,7.676767826080322,0.9052631578947369
0.0020698532462120056,7.777777671813965,0.9052631578947369
0.03715917095541954,7.878787994384766,0.9052631578947369
-0.018401337787508965,7.979798316955566,0.9052631578947369
0.017145149409770966,8.080808639526367,0.9052631578947369
0.0740521177649498,8.181818008422852,0.9052631578947369
0.015806496143341064,8.282828330993652,0.9052631578947369
0.005558946169912815,8.383838653564453,0.9052631578947369
0.11410894989967346,8.484848022460938,0.9052631578947369
-0.010067691095173359,8.585858345031738,0.9052631578947369
-0.01359344832599163,8.686868667602539,0.9052631578947369
0.07200729101896286,8.78787899017334,0.9052631578947369
-0.04362265765666962,8.88888931274414,0.9052631578947369
0.11927244812250137,8.989898681640625,0.9052631578947369
-0.01888246089220047,9.090909004211426,0.9052631578947369
0.013118731789290905,9.191919326782227,0.9052631578947369
0.022932518273591995,9.292929649353027,0.9052631578947369
0.08857554197311401,9.393939018249512,0.9052631578947369
0.018031908199191093,9.494949340820312,0.9052631578947369
0.0618111789226532,9.595959663391113,0.9052631578947369
0.07485996931791306,9.696969985961914,0.9052631578947369
0.12052890658378601,9.797979354858398,0.9052631578947369
0.15011805295944214,9.8989896774292,0.9052631578947369
0.14988292753696442,10.0,0.9052631578947369
-0.9595694541931152,0.0,0.9263157894736842
-0.7850825786590576,0.10101009905338287,0.9263157894736842
-0.8679586052894592,0.20202019810676575,0.9263157894736842
-0.8990678787231445,0.3030303120613098,0.9263157894736842
-0.7069003582000732,0.4040403962135315,0.9263157894736842
-0.7654187083244324,0.5050504803657532,0.9263157894736842
-0.7192148566246033,0.6060606241226196,0.9263157894736842
-0.61944979429245,0.7070707082748413,0.9263157894736842
-0.622848629951477,0.808080792427063,0.9263157894736842
-0.4101850390434265,0.9090908765792847,0.9263157894736842
-0.43147605657577515,1.0101009607315063,0.9263157894736842
-0.42742839455604553,1.111111044883728,0.9263157894736842
-0.2105763852596283,1.2121212482452393,0.9263157894736842
-0.2043508142232895,1.313131332397461,0.9263157894736842
-0.09660724550485611,1.4141414165496826,0.9263157894736842
-0.06339126080274582,1.5151515007019043,0.9263157894736842
-0.0460587814450264,1.616161584854126,0.9263157894736842
